oid,cid,idn,tna,rnk,tid,oei,oli,eag,lag,rid,lng,lat,cnm,cxi,ctno,aka,eid,idr,iid,tdf,flg
occ:149834,col:13263,Theropoda indet.,Theropoda,25,txn:38513,Rhaetian,Hettangian,205.7,199.5,ref:4395,-108.930832,38.27861,La Sal Creek tracksite,2,,,,,,,
occ:149866,col:13271,Lewisuchus admixtus n. gen. n. sp.,Lewisuchus admixtus,3,txn:67917,Ladinian,,241.464,237.0,ref:4399,-67.820557,-29.823055,"Chañares River, 4 km north",138,26092,Los Chañares,,,,,
occ:149988,col:13285,,Efraasia minor,3,txn:54997,Norian,,227.3,205.7,ref:19481,8.978333,49.023609,"Goessel Quarry 375, Ochsenbach",136,,Goesel,rei:19972,,,,
occ:220070,col:22680,,Plateosaurus trossingensis,3,txn:64679,Norian,,227.3,205.7,ref:75731,8.016667,47.5,"""Gruhalde"" clay quarry, Frick (Bed 65)",136,,"ETE Locality 1555, Frick bonebed, Tonwerke Keller",rei:37935,,,,
occ:220073,col:22680,Liliensternus sp.,Liliensternus,5,txn:55542,Norian,,227.3,205.7,ref:30215,8.016667,47.5,"""Gruhalde"" clay quarry, Frick (Bed 65)",136,,"ETE Locality 1555, Frick bonebed, Tonwerke Keller",rei:21878,,,,
occ:220082,col:22683,Plateosaurus trossingensis n. sp.,Plateosaurus trossingensis,3,txn:64679,Norian,,227.3,205.7,ref:26308,8.65,48.066669,Trossingen - Obere Mühle (lower),136,,"ETE Locality 1558, Plateosaurus bonebed",,,,,
occ:220084,col:22683,Liliensternus sp.,Liliensternus,5,txn:55542,Norian,,227.3,205.7,ref:5702,8.65,48.066669,Trossingen - Obere Mühle (lower),136,,"ETE Locality 1558, Plateosaurus bonebed",,,,,
occ:220085,col:22684,Gresslyosaurus torgeri n. sp.,Prosauropoda,25,txn:38634,Rhaetian,,205.7,201.4,ref:58890,11.073611,51.897499,"Baerecke-Limpricht clay pit, Halberstadt (bed 18)",135,,"ETE Locality 1559, Plateosaurus bonebed",rei:23672,3.0,txn:65095,species not entered,
occ:220087,col:22684,Liliensternus sp.,Liliensternus,5,txn:55542,Rhaetian,,205.7,201.4,ref:5702,11.073611,51.897499,"Baerecke-Limpricht clay pit, Halberstadt (bed 18)",135,,"ETE Locality 1559, Plateosaurus bonebed",rei:28163,,,,
occ:229290,col:22682,? Pachysaurus giganteus n. sp.,Prosauropoda,25,txn:38634,Rhaetian,,205.7,201.4,ref:29483,8.65,48.066669,Trossingen - Obere Mühle (upper),135,,"ETE Locality 1557, Plateosaurus bonebed",,3.0,txn:64744,species not entered,
occ:229333,col:22706,Theropoda indet.,Theropoda,25,txn:38513,Carnian,Norian,237.0,205.7,ref:75613,-101.247002,32.1721,"Otis Chalk Quarry 3, TMM 31100",44,,"ETE Locality 1581, Trilophosaurus Quarry 3, WPA, Work Project No.13352",rei:37907,,,,
occ:255449,col:24798,Eubrontes veillonensis n. sp.,Eubrontes giganteus,3,txn:67402,Rhaetian,,205.7,201.4,ref:23532,-1.6702,46.437599,"L'Anse de la République tracksite, F6",135,,"Veillon, Republique Cove, principal slab",rei:19255,,txn:96251,,IF
occ:255450,col:24798,Grallator variabilis n. sp.,Grallator variabilis,3,txn:96249,Rhaetian,,205.7,201.4,ref:23532,-1.6702,46.437599,"L'Anse de la République tracksite, F6",135,,"Veillon, Republique Cove, principal slab",rei:19254,,,,IF
occ:255935,col:24834,,Coelurosaurichnus perriauxi,3,txn:82507,Anisian,Ladinian,246.7,237.0,ref:17956,4.432778,46.841946,"La Pissoire Quarries, BF2 tracksite",45,,"Saint-Sernin-du-Bois, BF 2, Autunois, Antully",rei:18189,,,,I
occ:255937,col:24834,,Anchisauripus bibractensis,3,txn:92019,Anisian,Ladinian,246.7,237.0,ref:17957,4.432778,46.841946,"La Pissoire Quarries, BF2 tracksite",45,,"Saint-Sernin-du-Bois, BF 2, Autunois, Antully",rei:18190,,,,IF
occ:256434,col:24877,Eoraptor lunensis n. gen. n. sp.,Eoraptor lunensis,3,txn:57454,Tuvalian,,233.6,227.3,ref:6971,-68.904999,-31.10111,"northeast edge, Cancha de Bochas",137,,"Eoraptor type, Valle de la Luna",,,,,
occ:256435,col:24877,,Herrerasaurus ischigualastensis,3,txn:55000,Tuvalian,,233.6,227.3,ref:6971,-68.904999,-31.10111,"northeast edge, Cancha de Bochas",137,,"Eoraptor type, Valle de la Luna",,,,,
occ:256441,col:24878,,Herrerasaurus ischigualastensis,3,txn:55000,Carnian,,237.0,227.3,ref:12426,-68.283333,-30.133333,Arroyo de Agua,137,,MCZ field no. 295-58M,rei:12145,,,,
occ:261810,col:25298,Agnosphitys cromhallensis n. gen. n. sp.,Agnosphitys cromhallensis,3,txn:53365,Carnian,,237.0,227.3,ref:7095,-2.428333,51.623055,Cromhall Quarry (1990 fill),137,,Slickstones,rei:17808,,,,
occ:261854,col:25307,Saturnalia tupiniquim n. gen. n. sp.,Saturnalia tupiniquim,3,txn:68124,Carnian,Norian,237.0,205.7,ref:7097,-53.75,-29.666668,"Wald-Sanga, Huene Loc. 1 (7.5m)",44,,"Saturnalia holotype site, Waldsanga, Sanga do Mato",,,,,
occ:269485,col:25836,Dimodosaurus poligniensis n. gen. n. sp.,Prosauropoda,25,txn:38634,Norian,,227.3,205.7,ref:23796,5.659798,46.842579,"Bois de Cassagne, Poligny",136,,"Dimodosaurus type, Bois de Chassagne",,3.0,txn:54159,species not entered,
occ:269486,col:25836,Theropoda indet.,Theropoda,25,txn:38513,Norian,,227.3,205.7,ref:7187,5.659798,46.842579,"Bois de Cassagne, Poligny",136,,"Dimodosaurus type, Bois de Chassagne",,,,,
occ:277109,col:26452,Pisanosaurus mertii n. gen. n. sp.,Pisanosaurus mertii,3,txn:64409,Tuvalian,,233.6,227.3,ref:7278,-68.0,-30.0,"Agua de Las Catas, Ischigualasto",137,,"Hoyada del Cerro Las Lajas, Pisanosaurus type",,,,,
occ:283828,col:26998,,Plateosaurus longiceps,3,txn:64684,Norian,,227.3,205.7,ref:12994,-23.513889,71.827499,western Sydkronen,136,,"area VIII, Jameson Land",rei:12362,,,,
occ:283829,col:26998,Theropoda indet.,Theropoda,25,txn:38513,Norian,,227.3,205.7,ref:7466,-23.513889,71.827499,western Sydkronen,136,,"area VIII, Jameson Land",,,,,
occ:283860,col:26996,Issi saaneq n. gen. n. sp.,Issi saaneq,3,txn:443779,Norian,,227.3,205.7,ref:78483,-22.568611,71.383614,"Iron Cake site, northern flank of Macknight Bjerg",136,,area V,rei:38991,,,,
occ:283950,col:27008,Grallator sp.,Grallator,5,txn:64079,Alaunian,,215.38,211.18,ref:7466,-22.552778,71.414719,"Wood Bjerg tracksite, eastern shoulder",136,,"area V, Jameson Land, Track Mountain",,,,,I
occ:283951,col:27008,Theropoda indet.,Theropoda,25,txn:38513,Alaunian,,215.38,211.18,ref:7466,-22.552778,71.414719,"Wood Bjerg tracksite, eastern shoulder",136,,"area V, Jameson Land, Track Mountain",,,,,
occ:283952,col:27008,Eosauropus sp.,Eosauropus,5,txn:131584,Alaunian,,215.38,211.18,ref:78090,-22.552778,71.414719,"Wood Bjerg tracksite, eastern shoulder",136,,"area V, Jameson Land, Track Mountain",rei:38800,,,,IF
occ:284027,col:27012,Thecodontosaurus caducus n. sp.,Pantydraco caducus,3,txn:57689,Carnian,,237.0,227.3,ref:10661,-3.3755,51.459,"Pant-y-ffynnon Quarry, Bonvilston",137,,"Pant-y-ffynon, Cowbridge islands, ST 046 743",rei:13156,,var:57689,recombined as,
occ:284031,col:27012,Theropoda indet.,Theropoda,25,txn:38513,Carnian,,237.0,227.3,ref:14199,-3.3755,51.459,"Pant-y-ffynnon Quarry, Bonvilston",137,,"Pant-y-ffynon, Cowbridge islands, ST 046 743",rei:19701,,,,
occ:294291,col:28091,Coelurosaurichnus sabinensis n. sp.,Coelurosaurichnus sabinensis,3,txn:68187,Late Triassic,,237.0,201.4,ref:7692,4.616667,47.183334,Sainte-Sabine tracksite,44,,"Coelurosaurichnus sabinensis type, Auxois",rei:35728,,,,IF
occ:294292,col:28092,,Coelurosaurichnus sabinensis,3,txn:68187,Middle Triassic,,246.7,237.0,ref:7692,4.47658,46.607204,"Brosses-Thillot Quarry, C2 tracksite",45,,"Brosses-Thillots, Laupretre, Mont-Saint-Vincent, Montceau-les-Mines, Charolais, Saint Vincent, Lauprètre",rei:18187,,,,IF
occ:297315,col:28462,,Coelurosaurichnus perriauxi,3,txn:82507,Anisian,Ladinian,246.7,237.0,ref:7850,4.416667,46.900002,"Pont d'Argent Quarry, bed 4 tracksite",45,,Autunois,,,,,I
occ:297316,col:28462,Anchisauripus bibractensis n. sp.,Anchisauripus bibractensis,3,txn:92019,Anisian,Ladinian,246.7,237.0,ref:8459,4.416667,46.900002,"Pont d'Argent Quarry, bed 4 tracksite",45,,Autunois,rei:34062,,,,IF
occ:297867,col:28614,cf. Grallator sp.,Grallator,5,txn:64079,Norian,,227.3,205.7,ref:7895,152.907898,-27.607546,Rylance No. 5 Opencut Colliery,136,,Dinmore tracksite,,,,,I
occ:360364,col:34132,Zupaysaurus rougieri n. gen. n. sp.,Zupaysaurus rougieri,3,txn:54097,Norian,,227.3,205.7,ref:8988,-68.066666,-29.85,Quebrada de los Jachaleros,136,,"Zupaysaurus type, La Esquina/El Salto",,,,,
occ:363120,col:24835,Coelurosaurichnus ziegelangernensis n. sp.,Coelurosaurichnus ziegelangernensis,3,txn:85792,Carnian,,237.0,227.3,ref:40024,10.5,50.0,Hassfurt am Main,137,,,,,,,IF
occ:364229,col:34535,Coelurosaurichnus <n. sp.>,Coelurosaurichnus,5,txn:68186,Carnian,,237.0,227.3,ref:9115,10.883333,49.883331,"Bamberg, middle Franconia",137,,,,,,,I
occ:364230,col:34535,Coelurosaurichnus kronbergeri n. sp.,Coelurosaurichnus kronbergeri,3,txn:85797,Carnian,,237.0,227.3,ref:9115,10.883333,49.883331,"Bamberg, middle Franconia",137,,,,,,,IF
occ:366210,col:34678,Theropoda indet.,Theropoda,25,txn:38513,Carnian,Rhaetian,237.0,201.4,ref:13211,-8.85,31.166668,"Locality XI, level 2 (Argana Basin)",44,,"Imi N'Tanoute, Imin tanoute, Imin Tanout, Imi n'Tanout, Gisement XI",rei:12589,,,,
occ:366441,col:34701,Tridactylus machouensis n. gen. n. sp.,Tridactylus machouensis,3,txn:436506,Carnian,,237.0,227.3,ref:76667,-8.956,31.066999,"Locality XI, track level (Argana Basin)",137,,"Imi N'Tanoute, Imin tanoute, Imin Tanout, Imi n'Tanout, Gisement XI, Tizi n'Maâchou, Tizi N'Machou",rei:38335,,,,IF
occ:367667,col:34779,Syntarsus rhodesiensis,Megapnosaurus rhodesiensis,3,txn:55541,Late Triassic,,237.0,201.4,ref:9278,28.5833,-19.799999,Mitchell Spring Grange Farm,44,,,,,var:55541,recombined as,
occ:370541,col:35079,Grallator sp.,Grallator,5,txn:64079,Norian,,227.3,205.7,ref:85047,-77.327225,39.704445,Emmitsburg quarry (footprints),136,,,rei:40802,,,,I
occ:372891,col:35295,Blikanasaurus cromptoni n. gen. n. sp.,Blikanasaurus cromptoni,3,txn:55644,Norian,Rhaetian,227.3,201.4,ref:9521,27.616667,-30.566668,"Blikana Mountain, Transkei (zone A/4)",44,,BMNH-SAM,rei:20922,,,,
occ:378116,col:35708,Euskelosaurus sp.,Sauropodomorpha,25,txn:38633,Norian,Rhaetian,227.3,201.4,ref:28154,27.6,-30.433332,Telle River,44,,Tele,,5.0,txn:38640,species not entered,
occ:379967,col:35967,Sauropodomorpha indet.,Sauropodomorpha,25,txn:38633,Norian,Rhaetian,227.3,201.4,ref:13033,101.75,16.75,Nam Nao National Park,44,,,rei:24531,,,,
occ:381729,col:36226,Coelurosaurichnus cf. palyssii,Coelurosaurichnus palissyi,3,txn:92020,Anisian,Ladinian,246.7,237.0,ref:9714,4.432778,46.841946,"La Pissoire Quarries, EF2 tracksite",45,,"Saint-Sernin-du-Bois tracksite 5, EF 2",,,var:371539,misspelling of,IF
occ:381730,col:36226,Coelurosaurichnus sp.,Coelurosaurichnus,5,txn:68186,Anisian,Ladinian,246.7,237.0,ref:9714,4.432778,46.841946,"La Pissoire Quarries, EF2 tracksite",45,,"Saint-Sernin-du-Bois tracksite 5, EF 2",,,,,I
occ:384555,col:36609,,Melanorosaurus readi,3,txn:54980,Norian,Rhaetian,227.3,201.4,ref:9815,27.0,-31.233334,"farm Milner, Wodehouse",44,,,rei:19672,,,,
occ:384558,col:36610,Euskelesaurus brownii n. gen. n. sp.,Sauropodomorpha,25,txn:38633,Norian,Rhaetian,227.3,201.4,ref:13242,26.616667,-30.950001,"Barnard's Spruit, Aliwal North (zone A/5)",44,,,,3.0,var:65484,species not entered,
occ:385301,col:36704,Melanorosaurus readi n. gen. n. sp.,Melanorosaurus readi,3,txn:54980,Norian,Rhaetian,227.3,201.4,ref:9818,27.34761,-30.615459,"Thaba 'Nyama, Herschel (zone A/6)",44,,"Melanorosaurus type, Black Mountain, Thabanyama-Bensonvale",,,,,
occ:385302,col:36705,Sauropodomorpha indet.,Sauropodomorpha,25,txn:38633,Norian,Rhaetian,227.3,201.4,ref:90712,27.433332,-30.549999,"Rooi Nek, Herschel",44,,Rooinek,rei:42257,,,,
occ:385604,col:36733,Eucnemesaurus fortis n. gen. n. sp.,Eucnemesaurus fortis,3,txn:56614,Norian,Rhaetian,227.3,201.4,ref:14536,28.233334,-28.5,"farm Zonderhout (291), Slabberts (zone A/5)",44,,Sonderhout,,,,,
occ:385606,col:36735,Euskelosaurus africanus n. sp.,Prosauropoda,25,txn:38634,Norian,,227.3,205.7,ref:9818,27.4167,-30.5333,"kopje, Kromme Spruit (zone A/5)",136,,"Krommspruit, Krommespruit",,3.0,txn:56594,species not entered,
occ:385607,col:36735,Plateosaurus cullingworthi n. sp.,Plateosauravus cullingworthi,3,txn:56591,Norian,,227.3,205.7,ref:9818,27.4167,-30.5333,"kopje, Kromme Spruit (zone A/5)",136,,"Krommspruit, Krommespruit",,,var:56591,recombined as,
occ:385610,col:36738,Plateosaurus cullingworthi,Plateosauravus cullingworthi,3,txn:56591,Norian,Rhaetian,227.3,201.4,ref:9818,27.233299,-30.700001,above Lady Grey,44,,,,,var:56591,recombined as,
occ:385611,col:36739,Plateosaurus stormbergensis n. sp.,Prosauropoda,25,txn:38634,Norian,Rhaetian,227.3,201.4,ref:17006,26.783333,-31.083332,"Witkop, Jamestown (zone A/6)",44,,,,3.0,txn:56604,species not entered,
occ:385656,col:36610,Orinosaurus capensis n. gen. n. sp.,Prosauropoda,25,txn:38634,Norian,Rhaetian,227.3,201.4,ref:14156,26.616667,-30.950001,"Barnard's Spruit, Aliwal North (zone A/5)",44,,,rei:19025,3.0,txn:56675,species not entered,
occ:405213,col:38886,Kayentapus sp.,Kayentapus,5,txn:68970,Rhaetian,Hettangian,205.7,199.5,ref:41099,-111.164169,35.931667,"Cameron tracksite, MNA 789",2,,Ward Terrace,,,,,I
occ:405214,col:38886,Grallator sp.,Grallator,5,txn:64079,Rhaetian,Hettangian,205.7,199.5,ref:41099,-111.164169,35.931667,"Cameron tracksite, MNA 789",2,,Ward Terrace,,,,,I
occ:405215,col:38886,Eubrontes sp.,Eubrontes,5,txn:66094,Rhaetian,Hettangian,205.7,199.5,ref:41099,-111.164169,35.931667,"Cameron tracksite, MNA 789",2,,Ward Terrace,,,,,I
occ:405216,col:38886,Dilophosauripus sp.,Dilophosauripus,5,txn:231458,Rhaetian,Hettangian,205.7,199.5,ref:41099,-111.164169,35.931667,"Cameron tracksite, MNA 789",2,,Ward Terrace,,,,,IF
occ:405217,col:38886,Anchisauripus sp.,Anchisauripus,5,txn:64083,Rhaetian,Hettangian,205.7,199.5,ref:41099,-111.164169,35.931667,"Cameron tracksite, MNA 789",2,,Ward Terrace,,,,,IF
occ:405220,col:38888,,Grallator cursorius,3,txn:64080,Rhaetian,Hettangian,205.7,199.5,ref:27985,-111.112221,35.863056,"Cameron tracksite, MNA 790-1",2,,Ward Terrace,rei:20949,,,,I
occ:405221,col:38889,,Grallator cursorius,3,txn:64080,Rhaetian,Hettangian,205.7,199.5,ref:27985,-111.112221,35.863056,"Cameron tracksite, MNA 800-1",2,,Ward Terrace,rei:20948,,,,I
occ:406872,col:39160,Camposaurus arizonensis n. gen. n. sp.,Camposaurus arizonensis,3,txn:66659,Norian,,227.3,205.7,ref:13905,-109.462486,34.43742,"Placerias Quarry, UCMP A269",136,,,,,,,
occ:461293,col:45513,Unaysaurus tolentinoi n. gen. n. sp.,Unaysaurus tolentinoi,3,txn:62959,Norian,,227.3,205.7,ref:11929,-53.856945,-29.601389,Água Negra,136,,Unaysaurus type site,rei:39455,,,,
occ:463421,col:22684,Pterospondylus trielbae n. gen. n. sp.,Ceratosauria,12,txn:90100,Rhaetian,,205.7,201.4,ref:34613,11.073611,51.897499,"Baerecke-Limpricht clay pit, Halberstadt (bed 18)",135,,"ETE Locality 1559, Plateosaurus bonebed",,3.0,txn:56383,species not entered,
occ:468605,col:46555,Agialopous wyomingensis n. gen. n. sp.,Agialopous wyomingensis,3,txn:54519,Norian,Rhaetian,227.3,201.4,ref:9241,-108.808891,43.025555,Sage Creek tracksite (Popo Agie),44,,,,,,,I
occ:468633,col:46560,Anomoepus sp.,Anomoepus,5,txn:67049,Norian,,227.3,205.7,ref:29189,-103.350899,36.894199,Peacock Canyon tracksite,136,,,rei:40334,,,,I
occ:468634,col:46560,cf. Anchisauripus hitchcocki,Grallator tenuis,3,txn:67368,Norian,,227.3,205.7,ref:12429,-103.350899,36.894199,Peacock Canyon tracksite,136,,,,,txn:66091,,IF
occ:468903,col:46621,Grallator sulcatus n. sp.,Grallator cursorius,3,txn:64080,Norian,,227.3,205.7,ref:12444,-75.095001,40.568611,"Messrs. Clark Quarry, Milford (level A)",136,,,rei:27489,,var:64081,,I
occ:468904,col:46622,Gigandipus milfordensis n. sp.,Grallator tuberosus,3,txn:67394,Norian,,227.3,205.7,ref:19814,-75.095001,40.568611,"Smith Clark's quarry, Milford (level B)",136,,,,,var:68465,,IF
occ:468906,col:46622,Dinosauria indet.,Dinosauria,25,txn:52775,Norian,,227.3,205.7,ref:12444,-75.095001,40.568611,"Smith Clark's quarry, Milford (level B)",136,,,rei:31571,,,,
occ:474116,col:47036,Herrerasaurus sp.,Herrerasaurus,5,txn:38511,Tuvalian,,233.6,227.3,ref:12507,-67.877777,-30.136944,"Valle Pintado (upper), coprolites",137,,,,,,,
occ:479382,col:36610,Aliwalia rex n. gen. n. sp.,Eucnemesaurus fortis,3,txn:56614,Norian,Rhaetian,227.3,201.4,ref:9279,26.616667,-30.950001,"Barnard's Spruit, Aliwal North (zone A/5)",44,,,,,txn:55003,,
occ:479548,col:47800,Thecodontosaurus diagnosticus n. sp.,Efraasia minor,3,txn:54997,Alaunian,,215.38,211.18,ref:26359,8.9764,49.0644,"Burrer Quarry, Pfaffenhofen",136,,"Burrerschen Quarry, Weisser Steinbruch, Heilbronn",,,var:64389,,
occ:479551,col:47802,Gresslyosaurus ingens n. gen. n. sp.,Gresslyosaurus ingens,3,txn:57405,Sevatian,,211.18,205.7,ref:34081,7.7333,47.466702,"Niederschönthal, Liestal",136,,,rei:23500,,,,
occ:479552,col:47802,Plateosauridae indet.,Plateosauridae,9,txn:54157,Sevatian,,211.18,205.7,ref:16924,7.7333,47.466702,"Niederschönthal, Liestal",136,,,,,,,
occ:479560,col:47803,Sauropodomorpha indet.,Sauropodomorpha,25,txn:38633,Norian,,227.3,205.7,ref:72985,8.451944,47.706112,"Breitelen, Hallau layers d & e",136,,"Unter-Hallau, Hallau-Bratelen; Hallau Bratelen",rei:37124,,,,
occ:479561,col:47804,Sauropodomorpha indet.,Sauropodomorpha,25,txn:38633,Norian,,227.3,205.7,ref:72985,8.4667,47.700001,"Breitelen, Hallau layer c",136,,Unter-Hallau,rei:37125,,,,
occ:479563,col:47806,Plateosaurus sp.,Plateosaurus,5,txn:38644,Norian,,227.3,205.7,ref:12799,8.486944,47.741669,"Santierge, Schleitheim",136,,Schleitheim-Santierge,,,,,
occ:483851,col:39160,Herrerasauridae indet.,Herrerasauridae,9,txn:38510,Norian,,227.3,205.7,ref:13905,-109.462486,34.43742,"Placerias Quarry, UCMP A269",136,,,rei:22869,,,,
occ:483867,col:48422,Coelophysis bauri n. sp.,Coelophysis bauri,3,txn:54212,Rhaetian,,205.7,201.4,ref:5707,-106.473099,36.331699,Ghost Ranch Quarry,135,,"Whitaker Quarry, Coelophysis Quarry",,,,,
occ:483876,col:48423,Theropoda indet.,Theropoda,25,txn:38513,Norian,,227.3,205.7,ref:28148,-111.247223,35.841667,"MNA 791, Ward Terrace",136,,,rei:22725,,,,
occ:483890,col:48424,Ornithischia indet.,Ornithischia,25,txn:38712,Norian,,227.3,205.7,ref:17273,-101.168892,33.449165,"NMMNH L-1312, Lower Kalgary",136,,"Home Creek, SMU Loc. 120, Holmes Creek",rei:17951,,,,
occ:483891,col:48424,? Theropoda indet.,Theropoda,25,txn:38513,Norian,,227.3,205.7,ref:17273,-101.168892,33.449165,"NMMNH L-1312, Lower Kalgary",136,,"Home Creek, SMU Loc. 120, Holmes Creek",rei:17952,,,,
occ:484390,col:48459,Grallator sp.,Grallator,5,txn:64079,Carnian,,237.0,227.3,ref:12946,28.274721,-30.97611,Maclear tracksite A,137,,farm Oakleigh,,,,,I
occ:484409,col:48460,cf. Saturnalia sp.,Saturnalia,5,txn:68123,Carnian,,237.0,227.3,ref:7097,30.333332,-16.233334,"Z 53/3, Cabora Bassa Basin",137,,,rei:22995,,,,
occ:484986,col:48546,Chindesaurus bryansmalli n. gen. n. sp.,Chindesaurus bryansmalli,3,txn:66909,Norian,,227.3,205.7,ref:14122,-109.794441,35.087502,"Dinosaur Hollow, PFV 20",136,,"UCMP V84260, PEFO 85101, Chinde Mesa, Chinde Point, Gertie",rei:34482,,,,
occ:484990,col:48547,Theropoda indet.,Theropoda,25,txn:38513,Norian,,227.3,205.7,ref:5705,-109.765282,34.943333," Dinosaur Wash, PFV 122, Dying Grounds",136,,"Dawn of the Dinosaurs, PEFO 85025, UCMP V7038, MNA 302/8, SMU 228, Camp Butte N1",,,,,
occ:484993,col:48547,? Ornithischia indet.,Ornithischia,25,txn:38712,Norian,,227.3,205.7,ref:5705,-109.765282,34.943333," Dinosaur Wash, PFV 122, Dying Grounds",136,,"Dawn of the Dinosaurs, PEFO 85025, UCMP V7038, MNA 302/8, SMU 228, Camp Butte N1",,,,,
occ:486103,col:48639,,Plateosaurus engelhardti,3,txn:56683,Norian,,227.3,205.7,ref:12994,5.766667,46.900002,"Villette railroad cutting, Poligny",136,,"Arbois, Vilette",rei:12348,,,,
occ:486104,col:25836,,Plateosaurus engelhardti,3,txn:56683,Norian,,227.3,205.7,ref:12994,5.659798,46.842579,"Bois de Cassagne, Poligny",136,,"Dimodosaurus type, Bois de Chassagne",rei:12347,,,,
occ:486105,col:48640,Dimodosaurus poligniensis,Prosauropoda,25,txn:38634,Norian,,227.3,205.7,ref:7187,5.6,46.766666,"Domblans, Poligny",136,,,,3.0,txn:54159,species not entered,
occ:486106,col:48641,Dimodosaurus poligniensis,Prosauropoda,25,txn:38634,Norian,,227.3,205.7,ref:7187,6.033333,47.25,"Beurre, Poligny",136,,,,3.0,txn:54159,species not entered,
occ:486128,col:36106,Plateosaurus sp.,Plateosaurus,5,txn:38644,Rhaetian,,205.7,201.4,ref:15228,6.332844,48.615555,Saint-Nicolas-de-Port,135,,"Rossières-aux-Salines, Rosieres-aux-Salines",,,,,
occ:486145,col:48643,Plateosaurus sp.,Plateosaurus,5,txn:38644,Norian,,227.3,205.7,ref:12975,5.55,46.666672,Le Fechaux,136,,"Lons-le-Saunier, Le Feschaux",,,,,
occ:486146,col:48643,Gresslyosaurus cf. plieningeri,Gresslyosaurus plieningeri,3,txn:57406,Norian,,227.3,205.7,ref:12975,5.55,46.666672,Le Fechaux,136,,"Lons-le-Saunier, Le Feschaux",rei:28193,,,,
occ:486147,col:48644,Avalonia sanfordi n. gen. n. sp.,Theropoda,25,txn:38513,Rhaetian,,205.7,201.4,ref:29865,-2.816667,51.216671,"Wedmore Hill, bed 7",135,,,,3.0,txn:56607,species not entered,
occ:486165,col:48644,Camelotia borealis n. gen. n. sp.,Camelotia borealis,3,txn:56586,Rhaetian,,205.7,201.4,ref:12982,-2.816667,51.216671,"Wedmore Hill, bed 7",135,,,,,,,
occ:486188,col:48658,Staurikosaurus pricei n. gen. n. sp.,Staurikosaurus pricei,3,txn:55001,Carnian,,237.0,227.3,ref:12492,-53.799999,-29.683001,"Alemõa, Sanga Baixo (MCZ)",137,,"Staurikosaurus type site, Sanga Grande, Santa Maria",,,,,
occ:486393,col:48683,Plateosaurus engelhardti n. gen. n. sp.,Plateosaurus engelhardti,3,txn:56683,Norian,,227.3,205.7,ref:23495,11.133,49.516602,"Heroldsberg, Feuerletten",136,,"Plateosaurus type site, Nürnberg",,,,,
occ:486395,col:48683,cf. Liliensternus sp.,Liliensternus,5,txn:55542,Norian,,227.3,205.7,ref:33788,11.133,49.516602,"Heroldsberg, Feuerletten",136,,"Plateosaurus type site, Nürnberg",rei:23380,,,,
occ:486397,col:48684,Zanclodon bavaricus n. sp.,Prosauropoda,25,txn:38634,Rhaetian,,205.7,201.4,ref:62417,10.658611,50.197777,"Altenstein, Marolsweisach",135,,Zanclodon bavaricus type site,rei:33456,3.0,txn:65085,species not entered,
occ:486402,col:48687,Plateosaurus quenstedti n. sp.,Plateosaurus,5,txn:38644,Rhaetian,,205.7,201.4,ref:16920,9.05,48.533329,"""Jächklinge"", Bl. 7420",135,,"Brandklinge, Pfrondorf, Tübingen",,3.0,txn:57401,species not entered,
occ:486403,col:48687,Pachysaurus magnus n. sp.,Prosauropoda,25,txn:38634,Rhaetian,,205.7,201.4,ref:16920,9.05,48.533329,"""Jächklinge"", Bl. 7420",135,,"Brandklinge, Pfrondorf, Tübingen",,3.0,txn:57410,species not entered,
occ:486405,col:48689,Plateosaurus reinigeri n. sp.,Plateosaurus,5,txn:38644,Norian,,227.3,205.7,ref:16920,9.166667,48.75,"Bl. 7220, Degerloch",136,,,,3.0,txn:57400,species not entered,
occ:486406,col:48689,Theropoda indet.,Theropoda,25,txn:38513,Norian,,227.3,205.7,ref:12994,9.166667,48.75,"Bl. 7220, Degerloch",136,,,,,,,
occ:486407,col:48690,Plateosaurus erlenbergiensis n. sp.,Plateosaurus erlenbergiensis,3,txn:57402,Rhaetian,,205.7,201.4,ref:16920,9.1,48.733299,"Bl. 7220, Erlenberg",135,,,rei:33909,,,,
occ:486408,col:48691,Gresslyosaurus plieningeri n. sp.,Gresslyosaurus plieningeri,3,txn:57406,Norian,,227.3,205.7,ref:16920,9.166667,48.75,"Degerloch, Stuttgart",136,,,rei:30614,,,,
occ:486409,col:48692,Gresslyosaurus robustus n. sp.,Prosauropoda,25,txn:38634,Norian,,227.3,205.7,ref:16920,9.0667,48.549999,"Bl. 7240, Bebenhausen, Rothen Graben",136,,Roter Graben,,3.0,txn:57407,species not entered,
occ:486410,col:48693,Pachysaurus ajax n. sp.,Prosauropoda,25,txn:38634,Norian,,227.3,205.7,ref:16920,9.4606,49.080799,"Bl. 6922, Wüstenrot",136,,"Pachysaurus type, Wüstenroth",,3.0,txn:57409,species not entered,
occ:486411,col:22684,Plateosaurus longiceps n. sp.,Plateosaurus longiceps,3,txn:64684,Rhaetian,,205.7,201.4,ref:25716,11.073611,51.897499,"Baerecke-Limpricht clay pit, Halberstadt (bed 18)",135,,"ETE Locality 1559, Plateosaurus bonebed",rei:23675,,,,
